sample_id,variety,observable_id,species_id,source_species_code,source_value,source_unit,source_basis,canonical_value,canonical_unit,canonical_basis,uncertainty_value,uncertainty_type,uncertainty_scope,uncertainty_status,source_derived,protected_target,source_path,source_row_lineage
R10,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.47,g/L,directly_reported_beverage_volumetric_concentration,3.47,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,bioactives,acetic_acid,AA,8.9,g/L,directly_reported_beverage_volumetric_concentration,8.9,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,bioactives,citric_acid,CA,19.19,g/L,directly_reported_beverage_volumetric_concentration,19.19,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,bioactives,caffeine,CF,6.92,g/L,directly_reported_beverage_volumetric_concentration,6.92,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,bioactives,ferulic_acid,FA,0.39,g/L,directly_reported_beverage_volumetric_concentration,0.39,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,bioactives,tartaric_acid,TA,2.41,g/L,directly_reported_beverage_volumetric_concentration,2.41,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,bioactives,trigonelline,TR,2.45,g/L,directly_reported_beverage_volumetric_concentration,2.45,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.97,g/L,directly_reported_beverage_volumetric_concentration,5.97,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,bioactives,total_organic_acids,totOA,30.5,g/L,directly_reported_beverage_volumetric_concentration,30.5,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R10
R10,Robusta,lipids,total_lipids,LP,0.03,g/100 mL,directly_reported_beverage_volumetric_concentration,0.3,kg/m^3,beverage_volume,19.0,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R10
R10,Robusta,total_solids,,,12.09,g/100 mL,directly_reported_beverage_volumetric_concentration,120.9,kg/m^3,beverage_volume,16.9,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R10
R11,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.39,g/L,directly_reported_beverage_volumetric_concentration,2.39,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.51,g/L,directly_reported_beverage_volumetric_concentration,0.51,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.46,g/L,directly_reported_beverage_volumetric_concentration,3.46,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,acetic_acid,AA,16.94,g/L,directly_reported_beverage_volumetric_concentration,16.94,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,citric_acid,CA,23.81,g/L,directly_reported_beverage_volumetric_concentration,23.81,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,caffeine,CF,8.12,g/L,directly_reported_beverage_volumetric_concentration,8.12,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,ferulic_acid,FA,0.46,g/L,directly_reported_beverage_volumetric_concentration,0.46,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,tartaric_acid,TA,2.86,g/L,directly_reported_beverage_volumetric_concentration,2.86,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,trigonelline,TR,2.93,g/L,directly_reported_beverage_volumetric_concentration,2.93,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,total_chlorogenic_acids,totCQA,6.35,g/L,directly_reported_beverage_volumetric_concentration,6.35,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,bioactives,total_organic_acids,totOA,43.6,g/L,directly_reported_beverage_volumetric_concentration,43.6,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R11
R11,Robusta,lipids,total_lipids,LP,0.07,g/100 mL,directly_reported_beverage_volumetric_concentration,0.7000000000000001,kg/m^3,beverage_volume,6.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R11
R11,Robusta,total_solids,,,9.83,g/100 mL,directly_reported_beverage_volumetric_concentration,98.3,kg/m^3,beverage_volume,14.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R11
R12,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,1.93,g/L,directly_reported_beverage_volumetric_concentration,1.93,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.4,g/L,directly_reported_beverage_volumetric_concentration,0.4,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,2.79,g/L,directly_reported_beverage_volumetric_concentration,2.79,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,acetic_acid,AA,13.38,g/L,directly_reported_beverage_volumetric_concentration,13.38,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,citric_acid,CA,18.44,g/L,directly_reported_beverage_volumetric_concentration,18.44,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,caffeine,CF,6.82,g/L,directly_reported_beverage_volumetric_concentration,6.82,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,ferulic_acid,FA,0.33,g/L,directly_reported_beverage_volumetric_concentration,0.33,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,tartaric_acid,TA,2.43,g/L,directly_reported_beverage_volumetric_concentration,2.43,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,trigonelline,TR,2.5,g/L,directly_reported_beverage_volumetric_concentration,2.5,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.12,g/L,directly_reported_beverage_volumetric_concentration,5.12,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,bioactives,total_organic_acids,totOA,34.25,g/L,directly_reported_beverage_volumetric_concentration,34.25,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R12
R12,Robusta,lipids,total_lipids,LP,0.11,g/100 mL,directly_reported_beverage_volumetric_concentration,1.1,kg/m^3,beverage_volume,20.0,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R12
R12,Robusta,total_solids,,,9.46,g/100 mL,directly_reported_beverage_volumetric_concentration,94.60000000000001,kg/m^3,beverage_volume,3.6,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R12
R13,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.23,g/L,directly_reported_beverage_volumetric_concentration,2.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.36,g/L,directly_reported_beverage_volumetric_concentration,0.36,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,2.65,g/L,directly_reported_beverage_volumetric_concentration,2.65,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,acetic_acid,AA,12.85,g/L,directly_reported_beverage_volumetric_concentration,12.85,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,citric_acid,CA,18.5,g/L,directly_reported_beverage_volumetric_concentration,18.5,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,caffeine,CF,6.44,g/L,directly_reported_beverage_volumetric_concentration,6.44,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,ferulic_acid,FA,0.36,g/L,directly_reported_beverage_volumetric_concentration,0.36,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,tartaric_acid,TA,2.4,g/L,directly_reported_beverage_volumetric_concentration,2.4,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,trigonelline,TR,2.48,g/L,directly_reported_beverage_volumetric_concentration,2.48,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.24,g/L,directly_reported_beverage_volumetric_concentration,5.24,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,bioactives,total_organic_acids,totOA,33.74,g/L,directly_reported_beverage_volumetric_concentration,33.74,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R13
R13,Robusta,lipids,total_lipids,LP,0.1,g/100 mL,directly_reported_beverage_volumetric_concentration,1.0,kg/m^3,beverage_volume,8.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R13
R13,Robusta,total_solids,,,8.62,g/100 mL,directly_reported_beverage_volumetric_concentration,86.19999999999999,kg/m^3,beverage_volume,17.1,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R13
R14,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.23,g/L,directly_reported_beverage_volumetric_concentration,2.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.44,g/L,directly_reported_beverage_volumetric_concentration,0.44,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.15,g/L,directly_reported_beverage_volumetric_concentration,3.15,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,acetic_acid,AA,12.32,g/L,directly_reported_beverage_volumetric_concentration,12.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,citric_acid,CA,15.64,g/L,directly_reported_beverage_volumetric_concentration,15.64,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,caffeine,CF,7.37,g/L,directly_reported_beverage_volumetric_concentration,7.37,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,ferulic_acid,FA,0.37,g/L,directly_reported_beverage_volumetric_concentration,0.37,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,tartaric_acid,TA,2.64,g/L,directly_reported_beverage_volumetric_concentration,2.64,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,trigonelline,TR,2.67,g/L,directly_reported_beverage_volumetric_concentration,2.67,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.82,g/L,directly_reported_beverage_volumetric_concentration,5.82,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,bioactives,total_organic_acids,totOA,30.59,g/L,directly_reported_beverage_volumetric_concentration,30.59,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R14
R14,Robusta,lipids,total_lipids,LP,0.12,g/100 mL,directly_reported_beverage_volumetric_concentration,1.2,kg/m^3,beverage_volume,19.9,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R14
R14,Robusta,total_solids,,,10.86,g/100 mL,directly_reported_beverage_volumetric_concentration,108.6,kg/m^3,beverage_volume,0.7,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R14
R15,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.21,g/L,directly_reported_beverage_volumetric_concentration,2.21,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.42,g/L,directly_reported_beverage_volumetric_concentration,0.42,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.13,g/L,directly_reported_beverage_volumetric_concentration,3.13,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,acetic_acid,AA,11.84,g/L,directly_reported_beverage_volumetric_concentration,11.84,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,citric_acid,CA,21.81,g/L,directly_reported_beverage_volumetric_concentration,21.81,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,caffeine,CF,7.22,g/L,directly_reported_beverage_volumetric_concentration,7.22,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,ferulic_acid,FA,0.37,g/L,directly_reported_beverage_volumetric_concentration,0.37,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,tartaric_acid,TA,2.69,g/L,directly_reported_beverage_volumetric_concentration,2.69,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,trigonelline,TR,2.68,g/L,directly_reported_beverage_volumetric_concentration,2.68,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.75,g/L,directly_reported_beverage_volumetric_concentration,5.75,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,bioactives,total_organic_acids,totOA,36.34,g/L,directly_reported_beverage_volumetric_concentration,36.34,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R15
R15,Robusta,lipids,total_lipids,LP,0.07,g/100 mL,directly_reported_beverage_volumetric_concentration,0.7000000000000001,kg/m^3,beverage_volume,5.2,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R15
R15,Robusta,total_solids,,,9.69,g/100 mL,directly_reported_beverage_volumetric_concentration,96.89999999999999,kg/m^3,beverage_volume,4.7,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R15
R16,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.23,g/L,directly_reported_beverage_volumetric_concentration,2.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.4,g/L,directly_reported_beverage_volumetric_concentration,0.4,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.31,g/L,directly_reported_beverage_volumetric_concentration,3.31,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,acetic_acid,AA,15.73,g/L,directly_reported_beverage_volumetric_concentration,15.73,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,citric_acid,CA,19.16,g/L,directly_reported_beverage_volumetric_concentration,19.16,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,caffeine,CF,7.2,g/L,directly_reported_beverage_volumetric_concentration,7.2,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,ferulic_acid,FA,0.38,g/L,directly_reported_beverage_volumetric_concentration,0.38,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,tartaric_acid,TA,2.75,g/L,directly_reported_beverage_volumetric_concentration,2.75,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,trigonelline,TR,2.93,g/L,directly_reported_beverage_volumetric_concentration,2.93,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
R16,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.95,g/L,directly_reported_beverage_volumetric_concentration,5.95,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R16
