series,run_index,time_s,flow_rate_g_per_s
2g_fines_purple,4,23.13,0.174
2g_fines_purple,5,23.13,0.0627
2g_fines_purple,6,23.13,0.0182
2g_fines_purple,0,23.18,1.2948
2g_fines_purple,1,23.18,1.1431
2g_fines_purple,2,23.18,1.0723
2g_fines_purple,3,23.18,0.2064
2g_fines_purple,4,23.18,0.0627
2g_fines_purple,5,23.18,0.0202
2g_fines_purple,0,23.24,1.2847
2g_fines_purple,1,23.24,1.1491
2g_fines_purple,2,23.24,1.0581
2g_fines_purple,3,23.24,1.0237
2g_fines_purple,4,23.24,0.2367
2g_fines_purple,5,23.24,0.2084
2g_fines_purple,6,23.24,0.0202
2g_fines_purple,0,23.29,1.2766
2g_fines_purple,1,23.29,1.0561
2g_fines_purple,2,23.29,0.2347
2g_fines_purple,3,23.29,0.0202
2g_fines_purple,0,23.34,1.0763
2g_fines_purple,1,23.34,0.0202
2g_fines_purple,0,23.4,1.0803
2g_fines_purple,1,23.4,0.0243
2g_fines_purple,0,23.45,1.1107
2g_fines_purple,1,23.45,1.0824
2g_fines_purple,2,23.45,0.0789
2g_fines_purple,3,23.45,0.0243
2g_fines_purple,0,23.51,1.2462
2g_fines_purple,1,23.51,1.1633
2g_fines_purple,2,23.51,1.1026
2g_fines_purple,3,23.51,0.0789
2g_fines_purple,4,23.51,0.0283
2g_fines_purple,0,23.56,1.2382
2g_fines_purple,1,23.56,1.1633
2g_fines_purple,2,23.56,1.0844
2g_fines_purple,3,23.56,0.0202
2g_fines_purple,0,23.62,1.228
2g_fines_purple,1,23.62,1.1633
2g_fines_purple,2,23.62,1.0783
2g_fines_purple,3,23.62,0.0202
2g_fines_purple,0,23.67,1.2199
2g_fines_purple,1,23.67,1.1714
2g_fines_purple,2,23.67,1.0662
2g_fines_purple,3,23.67,0.2347
2g_fines_purple,4,23.67,0.0202
2g_fines_purple,0,23.73,1.1734
2g_fines_purple,1,23.73,1.0601
2g_fines_purple,2,23.73,1.0197
2g_fines_purple,3,23.73,0.2367
2g_fines_purple,4,23.73,0.1032
2g_fines_purple,5,23.73,0.0202
2g_fines_purple,0,23.78,1.0035
2g_fines_purple,1,23.78,0.2367
2g_fines_purple,2,23.78,0.1032
2g_fines_purple,3,23.78,0.0162
2g_fines_purple,0,23.83,1.2159
2g_fines_purple,1,23.83,1.0014
2g_fines_purple,2,23.83,0.9488
2g_fines_purple,3,23.83,0.1032
2g_fines_purple,4,23.83,0.0142
2g_fines_purple,0,23.89,1.2584
2g_fines_purple,1,23.89,1.2199
2g_fines_purple,2,23.89,0.9529
2g_fines_purple,3,23.89,0.0202
2g_fines_purple,0,23.94,1.3029
2g_fines_purple,1,23.94,1.2584
2g_fines_purple,2,23.94,1.222
2g_fines_purple,3,23.94,0.9549
2g_fines_purple,4,23.94,0.0202
2g_fines_purple,0,24.0,1.3191
2g_fines_purple,1,24.0,1.228
2g_fines_purple,2,24.0,0.9954
2g_fines_purple,3,24.0,0.0202
2g_fines_purple,0,24.05,1.3717
2g_fines_purple,1,24.05,1.3211
2g_fines_purple,2,24.05,1.2341
2g_fines_purple,3,24.05,0.9994
2g_fines_purple,4,24.05,0.0202
2g_fines_purple,0,24.11,1.3737
2g_fines_purple,1,24.11,1.2361
2g_fines_purple,2,24.11,1.0035
2g_fines_purple,3,24.11,0.5705
2g_fines_purple,4,24.11,0.2306
2g_fines_purple,5,24.11,0.1214
2g_fines_purple,6,24.11,0.0202
2g_fines_purple,0,24.16,1.3818
2g_fines_purple,1,24.16,1.1936
2g_fines_purple,2,24.16,1.0055
2g_fines_purple,3,24.16,0.2327
2g_fines_purple,4,24.16,0.1214
2g_fines_purple,5,24.16,0.0182
2g_fines_purple,0,24.22,1.3899
2g_fines_purple,1,24.22,1.1916
2g_fines_purple,2,24.22,1.0116
2g_fines_purple,3,24.22,0.2327
2g_fines_purple,4,24.22,0.1194
2g_fines_purple,5,24.22,0.0182
2g_fines_purple,0,24.27,1.3939
2g_fines_purple,1,24.27,1.3636
2g_fines_purple,2,24.27,1.1835
2g_fines_purple,3,24.27,1.137
2g_fines_purple,4,24.27,1.0176
2g_fines_purple,5,24.27,0.0202
2g_fines_purple,0,24.32,1.3474
2g_fines_purple,1,24.32,1.0217
2g_fines_purple,2,24.32,0.2509
2g_fines_purple,3,24.32,0.1052
2g_fines_purple,4,24.32,0.0223
2g_fines_purple,0,24.38,1.3454
2g_fines_purple,1,24.38,1.1087
2g_fines_purple,2,24.38,0.2549
2g_fines_purple,3,24.38,0.1012
2g_fines_purple,4,24.38,0.0223
2g_fines_purple,0,24.43,1.2948
2g_fines_purple,1,24.43,1.0561
2g_fines_purple,2,24.43,0.2569
2g_fines_purple,3,24.43,0.0991
2g_fines_purple,4,24.43,0.0223
2g_fines_purple,0,24.49,1.3029
2g_fines_purple,1,24.49,1.0642
2g_fines_purple,2,24.49,0.0223
2g_fines_purple,0,24.54,1.3474
2g_fines_purple,1,24.54,1.3049
2g_fines_purple,2,24.54,1.0743
2g_fines_purple,3,24.54,0.2387
2g_fines_purple,4,24.54,0.0202
2g_fines_purple,0,24.6,1.3636
2g_fines_purple,1,24.6,1.0824
2g_fines_purple,2,24.6,0.2387
2g_fines_purple,0,24.65,1.396
2g_fines_purple,1,24.65,1.3656
2g_fines_purple,2,24.65,1.0723
2g_fines_purple,3,24.65,0.0121
2g_fines_purple,0,24.71,1.3879
2g_fines_purple,1,24.71,1.1208
2g_fines_purple,2,24.71,1.0763
2g_fines_purple,3,24.71,0.2124
2g_fines_purple,4,24.71,0.091
2g_fines_purple,5,24.71,0.0121
2g_fines_purple,0,24.76,1.3777
2g_fines_purple,1,24.76,1.139
2g_fines_purple,2,24.76,0.2145
2g_fines_purple,3,24.76,0.091
2g_fines_purple,4,24.76,0.0142
2g_fines_purple,0,24.81,1.3697
2g_fines_purple,1,24.81,1.3312
2g_fines_purple,2,24.81,1.1734
2g_fines_purple,3,24.81,1.1532
2g_fines_purple,4,24.81,1.1269
2g_fines_purple,5,24.81,0.2165
2g_fines_purple,6,24.81,0.0142
2g_fines_purple,0,24.87,1.3393
2g_fines_purple,1,24.87,1.1431
2g_fines_purple,2,24.87,1.0601
2g_fines_purple,3,24.87,0.0142
2g_fines_purple,0,24.92,1.3494
2g_fines_purple,1,24.92,1.1613
2g_fines_purple,2,24.92,1.1431
2g_fines_purple,3,24.92,0.2428
2g_fines_purple,4,24.92,0.0121
2g_fines_purple,0,24.98,1.3575
2g_fines_purple,1,24.98,1.1572
2g_fines_purple,2,24.98,0.2468
2g_fines_purple,3,24.98,0.0121
2g_fines_purple,0,25.03,1.1673
2g_fines_purple,1,25.03,1.0905
2g_fines_purple,2,25.03,0.2488
2g_fines_purple,3,25.03,0.0971
2g_fines_purple,4,25.03,0.0121
2g_fines_purple,0,25.09,1.3939
2g_fines_purple,1,25.09,1.2948
2g_fines_purple,2,25.09,1.1815
2g_fines_purple,3,25.09,0.1254
2g_fines_purple,4,25.09,0.0971
2g_fines_purple,0,25.14,1.3939
2g_fines_purple,1,25.14,1.2948
2g_fines_purple,2,25.14,1.1876
2g_fines_purple,3,25.14,0.1295
2g_fines_purple,0,25.2,1.3939
2g_fines_purple,1,25.2,1.2462
2g_fines_purple,2,25.2,1.1896
2g_fines_purple,3,25.2,1.1329
2g_fines_purple,4,25.2,1.1006
2g_fines_purple,5,25.2,0.2731
2g_fines_purple,6,25.2,0.1618
2g_fines_purple,7,25.2,0.1315
2g_fines_purple,0,25.25,1.3939
2g_fines_purple,1,25.25,1.2624
2g_fines_purple,2,25.25,0.2751
2g_fines_purple,3,25.25,0.1618
2g_fines_purple,0,25.31,1.3919
2g_fines_purple,1,25.31,1.2645
2g_fines_purple,2,25.31,0.2772
2g_fines_purple,3,25.31,0.1902
2g_fines_purple,0,25.36,1.3858
2g_fines_purple,1,25.36,0.3075
2g_fines_purple,2,25.36,0.1942
2g_fines_purple,0,25.41,1.3818
2g_fines_purple,1,25.41,1.1835
2g_fines_purple,2,25.41,0.3075
2g_fines_purple,3,25.41,0.1962
2g_fines_purple,0,25.47,1.1835
2g_fines_purple,1,25.47,0.3318
2g_fines_purple,0,25.52,1.1916
2g_fines_purple,1,25.52,0.3318
2g_fines_purple,2,25.52,0.2994
2g_fines_purple,3,25.52,0.2205
2g_fines_purple,0,25.58,1.2422
2g_fines_purple,1,25.58,1.1957
2g_fines_purple,2,25.58,1.1734
2g_fines_purple,3,25.58,0.2994
2g_fines_purple,4,25.58,0.2711
2g_fines_purple,5,25.58,0.2205
2g_fines_purple,0,25.63,1.2645
2g_fines_purple,1,25.63,1.2422
2g_fines_purple,2,25.63,0.4532
2g_fines_purple,3,25.63,0.2671
2g_fines_purple,4,25.63,0.2205
2g_fines_purple,0,25.69,1.2624
2g_fines_purple,1,25.69,0.265
2g_fines_purple,2,25.69,0.0121
2g_fines_purple,0,25.74,1.3616
2g_fines_purple,1,25.74,1.2746
2g_fines_purple,2,25.74,0.263
2g_fines_purple,3,25.74,0.2468
2g_fines_purple,4,25.74,0.0121
2g_fines_purple,0,25.8,1.3595
2g_fines_purple,1,25.8,1.2766
2g_fines_purple,2,25.8,0.259
2g_fines_purple,0,25.85,1.3575
2g_fines_purple,1,25.85,0.261
2g_fines_purple,0,25.9,1.3555
2g_fines_purple,0,25.96,1.3514
2g_fines_purple,1,25.96,1.2806
2g_fines_purple,2,25.96,1.2382
2g_fines_purple,3,25.96,0.263
2g_fines_purple,0,26.01,1.3494
2g_fines_purple,1,26.01,1.2908
2g_fines_purple,2,26.01,0.259
2g_fines_purple,0,26.07,1.3474
2g_fines_purple,1,26.07,1.2928
2g_fines_purple,2,26.07,1.2624
2g_fines_purple,3,26.07,0.2569
2g_fines_purple,0,26.12,1.3757
2g_fines_purple,1,26.12,1.3454
2g_fines_purple,2,26.12,1.2806
2g_fines_purple,3,26.12,0.259
2g_fines_purple,0,26.18,1.3919
2g_fines_purple,1,26.18,1.3231
2g_fines_purple,2,26.18,1.2847
2g_fines_purple,3,26.18,1.2422
2g_fines_purple,4,26.18,0.263
2g_fines_purple,0,26.23,1.4465
2g_fines_purple,1,26.23,1.3939
2g_fines_purple,2,26.23,1.3272
2g_fines_purple,3,26.23,1.2341
2g_fines_purple,4,26.23,1.1936
2g_fines_purple,5,26.23,0.263
2g_fines_purple,0,26.29,1.4486
2g_fines_purple,1,26.29,1.3312
2g_fines_purple,2,26.29,1.2341
2g_fines_purple,0,26.34,1.4566
2g_fines_purple,1,26.34,1.3373
2g_fines_purple,2,26.34,1.2746
2g_fines_purple,3,26.34,1.2361
2g_fines_purple,0,26.39,1.4607
2g_fines_purple,1,26.39,1.3454
2g_fines_purple,2,26.39,1.2908
2g_fines_purple,0,26.45,1.4647
2g_fines_purple,1,26.45,1.3494
2g_fines_purple,2,26.45,1.2928
2g_fines_purple,3,26.45,0.2873
2g_fines_purple,4,26.45,0.2468
2g_fines_purple,0,26.5,1.4668
2g_fines_purple,1,26.5,1.1936
2g_fines_purple,2,26.5,0.2913
2g_fines_purple,3,26.5,0.2468
2g_fines_purple,4,26.5,0.2185
2g_fines_purple,5,26.5,0.0121
2g_fines_purple,0,26.56,1.4364
2g_fines_purple,1,26.56,0.2934
2g_fines_purple,2,26.56,0.2145
2g_fines_purple,0,26.61,1.4283
2g_fines_purple,1,26.61,0.2124
2g_fines_purple,2,26.61,0.1821
2g_fines_purple,0,26.67,1.4182
2g_fines_purple,1,26.67,1.3353
2g_fines_purple,2,26.67,0.3217
2g_fines_purple,3,26.67,0.1801
2g_fines_purple,4,26.67,0.1578
2g_fines_purple,0,26.72,1.4101
2g_fines_purple,1,26.72,1.3191
2g_fines_purple,2,26.72,0.8821
2g_fines_purple,3,26.72,0.3217
2g_fines_purple,4,26.72,0.2954
2g_fines_purple,0,26.78,1.4202
2g_fines_purple,1,26.78,1.3171
2g_fines_purple,2,26.78,1.2705
2g_fines_purple,3,26.78,0.8902
2g_fines_purple,4,26.78,0.2913
2g_fines_purple,5,26.78,0.0445
2g_fines_purple,0,26.83,1.4283
2g_fines_purple,1,26.83,1.3191
2g_fines_purple,2,26.83,1.2543
2g_fines_purple,3,26.83,0.9812
2g_fines_purple,4,26.83,0.2893
2g_fines_purple,5,26.83,0.0445
2g_fines_purple,0,26.88,1.4324
2g_fines_purple,1,26.88,1.3312
2g_fines_purple,2,26.88,1.2523
2g_fines_purple,3,26.88,0.2691
2g_fines_purple,4,26.88,0.0728
2g_fines_purple,0,26.94,1.4384
2g_fines_purple,1,26.94,1.3332
2g_fines_purple,2,26.94,1.226
2g_fines_purple,3,26.94,0.2691
2g_fines_purple,4,26.94,0.0749
2g_fines_purple,0,26.99,1.4405
2g_fines_purple,1,26.99,1.3717
2g_fines_purple,2,26.99,1.2705
2g_fines_purple,3,26.99,0.2691
2g_fines_purple,4,26.99,0.1355
2g_fines_purple,5,26.99,0.0749
2g_fines_purple,0,27.05,1.4425
2g_fines_purple,1,27.05,1.3818
2g_fines_purple,2,27.05,1.2746
2g_fines_purple,3,27.05,0.1355
2g_fines_purple,0,27.1,1.4425
2g_fines_purple,1,27.1,1.3838
2g_fines_purple,2,27.1,1.3474
2g_fines_purple,3,27.1,1.2786
2g_fines_purple,4,27.1,0.2913
2g_fines_purple,5,27.1,0.1355
2g_fines_purple,0,27.16,1.3393
2g_fines_purple,1,27.16,1.2827
2g_fines_purple,2,27.16,0.2954
2g_fines_purple,3,27.16,0.1133
2g_fines_purple,0,27.21,1.3292
2g_fines_purple,1,27.21,1.2867
2g_fines_purple,2,27.21,0.2974
2g_fines_purple,3,27.21,0.1092
2g_fines_purple,0,27.27,1.4688
2g_fines_purple,1,27.27,1.3211
2g_fines_purple,2,27.27,1.2827
2g_fines_purple,3,27.27,0.3277
2g_fines_purple,4,27.27,0.1072
2g_fines_purple,0,27.32,1.4526
2g_fines_purple,1,27.32,1.2827
2g_fines_purple,2,27.32,0.3277
2g_fines_purple,3,27.32,0.0789
2g_fines_purple,0,27.37,1.4506
2g_fines_purple,1,27.37,1.404
2g_fines_purple,2,27.37,1.2827
2g_fines_purple,3,27.37,1.222
2g_fines_purple,4,27.37,0.3601
2g_fines_purple,5,27.37,0.0789
2g_fines_purple,0,27.43,1.396
2g_fines_purple,1,27.43,1.2867
2g_fines_purple,2,27.43,1.2199
2g_fines_purple,3,27.43,0.3601
2g_fines_purple,4,27.43,0.1153
2g_fines_purple,5,27.43,0.0789
2g_fines_purple,0,27.48,1.3899
2g_fines_purple,1,27.48,1.3231
2g_fines_purple,2,27.48,1.2462
2g_fines_purple,3,27.48,1.1552
2g_fines_purple,4,27.48,0.3723
2g_fines_purple,5,27.48,0.1416
2g_fines_purple,6,27.48,0.1153
2g_fines_purple,0,27.54,1.3777
2g_fines_purple,1,27.54,1.3332
2g_fines_purple,2,27.54,0.3682
2g_fines_purple,3,27.54,0.1457
2g_fines_purple,0,27.59,1.3798
2g_fines_purple,1,27.59,1.3353
2g_fines_purple,2,27.59,1.1552
2g_fines_purple,3,27.59,0.3662
2g_fines_purple,4,27.59,0.174
2g_fines_purple,5,27.59,0.1477
2g_fines_purple,0,27.65,1.396
2g_fines_purple,1,27.65,0.178
2g_fines_purple,2,27.65,0.0931
2g_fines_purple,0,27.7,1.396
2g_fines_purple,1,27.7,1.3069
2g_fines_purple,2,27.7,1.1673
2g_fines_purple,3,27.7,0.346
2g_fines_purple,4,27.7,0.1801
2g_fines_purple,5,27.7,0.1214
2g_fines_purple,6,27.7,0.0931
2g_fines_purple,0,27.76,1.3939
2g_fines_purple,1,27.76,1.3434
2g_fines_purple,2,27.76,1.3009
2g_fines_purple,3,27.76,1.1977
2g_fines_purple,4,27.76,0.348
2g_fines_purple,5,27.76,0.1254
2g_fines_purple,0,27.81,1.3454
2g_fines_purple,1,27.81,1.2948
2g_fines_purple,2,27.81,1.2058
2g_fines_purple,3,27.81,0.35
2g_fines_purple,4,27.81,0.1578
2g_fines_purple,5,27.81,0.1275
2g_fines_purple,0,27.86,1.3373
2g_fines_purple,1,27.86,1.2928
2g_fines_purple,2,27.86,1.2038
2g_fines_purple,3,27.86,0.1882
2g_fines_purple,4,27.86,0.1578
2g_fines_purple,0,27.92,1.3393
2g_fines_purple,1,27.92,0.1882
2g_fines_purple,0,27.97,1.3373
2g_fines_purple,1,27.97,0.1962
2g_fines_purple,0,28.03,1.3777
2g_fines_purple,1,28.03,1.3029
2g_fines_purple,2,28.03,1.2462
2g_fines_purple,3,28.03,0.3561
2g_fines_purple,4,28.03,0.2003
2g_fines_purple,0,28.08,1.3757
2g_fines_purple,1,28.08,1.3191
2g_fines_purple,2,28.08,0.3561
2g_fines_purple,3,28.08,0.2266
2g_fines_purple,4,28.08,0.2003
2g_fines_purple,5,28.08,0.1699
2g_fines_purple,0,28.14,1.3697
2g_fines_purple,1,28.14,1.3211
2g_fines_purple,2,28.14,1.2139
2g_fines_purple,3,28.14,0.3884
2g_fines_purple,4,28.14,0.2306
2g_fines_purple,5,28.14,0.1699
2g_fines_purple,0,28.19,1.3757
2g_fines_purple,1,28.19,1.2827
2g_fines_purple,2,28.19,1.2139
2g_fines_purple,3,28.19,0.3884
2g_fines_purple,4,28.19,0.259
2g_fines_purple,5,28.19,0.2327
2g_fines_purple,6,28.19,0.1376
2g_fines_purple,0,28.25,1.3757
2g_fines_purple,1,28.25,0.4188
2g_fines_purple,2,28.25,0.263
2g_fines_purple,3,28.25,0.1376
2g_fines_purple,0,28.3,1.3434
2g_fines_purple,1,28.3,0.4208
2g_fines_purple,2,28.3,0.265
2g_fines_purple,0,28.36,1.3332
2g_fines_purple,1,28.36,0.4228
2g_fines_purple,0,28.41,1.3636
2g_fines_purple,1,28.41,1.3251
2g_fines_purple,0,28.46,1.4202
2g_fines_purple,1,28.46,1.3676
2g_fines_purple,2,28.46,0.4451
2g_fines_purple,3,28.46,0.259
2g_fines_purple,4,28.46,0.1275
2g_fines_purple,0,28.52,1.3939
2g_fines_purple,1,28.52,0.4451
2g_fines_purple,2,28.52,0.4127
2g_fines_purple,3,28.52,0.263
2g_fines_purple,4,28.52,0.1275
2g_fines_purple,0,28.57,1.3939
2g_fines_purple,1,28.57,1.3393
2g_fines_purple,2,28.57,1.2867
2g_fines_purple,3,28.57,0.4127
2g_fines_purple,4,28.57,0.3803
2g_fines_purple,5,28.57,0.352
2g_fines_purple,6,28.57,0.265
2g_fines_purple,0,28.63,1.3858
2g_fines_purple,1,28.63,1.3353
2g_fines_purple,2,28.63,1.1896
2g_fines_purple,3,28.63,0.3803
2g_fines_purple,4,28.63,0.348
2g_fines_purple,5,28.63,0.2934
2g_fines_purple,0,28.68,1.3899
2g_fines_purple,1,28.68,1.3373
2g_fines_purple,2,28.68,0.346
2g_fines_purple,3,28.68,0.3277
2g_fines_purple,4,28.68,0.2934
2g_fines_purple,0,28.74,1.3757
2g_fines_purple,1,28.74,1.1694
2g_fines_purple,2,28.74,0.3318
2g_fines_purple,3,28.74,0.2974
2g_fines_purple,0,28.79,1.3798
2g_fines_purple,1,28.79,1.1936
2g_fines_purple,2,28.79,0.3338
2g_fines_purple,0,28.85,1.4162
2g_fines_purple,1,28.85,1.3858
2g_fines_purple,2,28.85,1.2908
2g_fines_purple,3,28.85,0.1355
2g_fines_purple,0,28.9,1.4182
2g_fines_purple,1,28.9,1.315
2g_fines_purple,2,28.9,0.3642
2g_fines_purple,3,28.9,0.2792
2g_fines_purple,4,28.9,0.1355
2g_fines_purple,0,28.95,1.4809
2g_fines_purple,1,28.95,1.4223
2g_fines_purple,2,28.95,1.3636
2g_fines_purple,3,28.95,1.3272
2g_fines_purple,4,28.95,1.3049
2g_fines_purple,5,28.95,0.3925
2g_fines_purple,6,28.95,0.3642
2g_fines_purple,7,28.95,0.2792
2g_fines_purple,8,28.95,0.2509
2g_fines_purple,0,29.01,1.4971
2g_fines_purple,1,29.01,1.4405
2g_fines_purple,2,29.01,1.3798
2g_fines_purple,3,29.01,1.3191
2g_fines_purple,4,29.01,0.3965
2g_fines_purple,5,29.01,0.2468
2g_fines_purple,0,29.06,1.5072
2g_fines_purple,1,29.06,1.4465
2g_fines_purple,2,29.06,1.3818
2g_fines_purple,3,29.06,0.4269
2g_fines_purple,4,29.06,0.3986
2g_fines_purple,5,29.06,0.2448
2g_fines_purple,6,29.06,0.2185
2g_fines_purple,0,29.12,1.5133
2g_fines_purple,1,29.12,1.4344
2g_fines_purple,2,29.12,1.3353
2g_fines_purple,3,29.12,0.4269
2g_fines_purple,4,29.12,0.2225
2g_fines_purple,0,29.17,1.4162
2g_fines_purple,1,29.17,0.3965
2g_fines_purple,2,29.17,0.2509
2g_fines_purple,3,29.17,0.2246
2g_fines_purple,4,29.17,0.1275
2g_fines_purple,0,29.23,1.3616
2g_fines_purple,1,29.23,1.2422
2g_fines_purple,2,29.23,0.3965
2g_fines_purple,3,29.23,0.2549
2g_fines_purple,4,29.23,0.1254
2g_fines_purple,0,29.28,1.398
2g_fines_purple,1,29.28,1.3353
2g_fines_purple,2,29.28,1.2442
2g_fines_purple,3,29.28,0.2569
2g_fines_purple,4,29.28,0.1234
2g_fines_purple,0,29.34,1.3757
2g_fines_purple,1,29.34,1.3272
2g_fines_purple,2,29.34,0.3844
2g_fines_purple,0,29.39,1.3919
2g_fines_purple,1,29.39,0.3884
2g_fines_purple,0,29.44,1.4405
2g_fines_purple,1,29.44,1.3879
2g_fines_purple,2,29.44,0.3905
2g_fines_purple,0,29.5,1.4243
2g_fines_purple,1,29.5,1.3636
2g_fines_purple,0,29.55,1.4223
2g_fines_purple,1,29.55,1.3616
2g_fines_purple,2,29.55,0.2691
2g_fines_purple,3,29.55,0.1355
2g_fines_purple,0,29.61,1.3555
2g_fines_purple,1,29.61,0.2691
2g_fines_purple,2,29.61,0.1355
2g_fines_purple,0,29.66,1.3555
2g_fines_purple,1,29.66,1.2948
2g_fines_purple,2,29.66,0.3925
2g_fines_purple,3,29.66,0.2691
2g_fines_purple,4,29.66,0.1355
2g_fines_purple,5,29.66,0.0121
2g_fines_purple,0,29.72,1.3757
2g_fines_purple,1,29.72,1.2948
2g_fines_purple,2,29.72,1.2402
2g_fines_purple,3,29.72,1.2159
2g_fines_purple,4,29.72,1.1936
2g_fines_purple,5,29.72,0.3965
2g_fines_purple,6,29.72,0.1578
2g_fines_purple,0,29.77,1.3818
2g_fines_purple,1,29.77,1.2988
2g_fines_purple,2,29.77,1.2402
2g_fines_purple,3,29.77,1.2159
2g_fines_purple,4,29.77,1.1653
2g_fines_purple,5,29.77,0.3986
2g_fines_purple,6,29.77,0.1618
2g_fines_purple,0,29.83,1.3879
2g_fines_purple,1,29.83,1.2988
2g_fines_purple,2,29.83,1.2766
2g_fines_purple,3,29.83,1.2543
2g_fines_purple,4,29.83,1.1653
2g_fines_purple,5,29.83,1.1147
2g_fines_purple,6,29.83,0.4208
2g_fines_purple,7,29.83,0.2711
2g_fines_purple,8,29.83,0.1639
2g_fines_purple,0,29.88,1.4243
2g_fines_purple,1,29.88,1.3899
2g_fines_purple,2,29.88,1.2766
2g_fines_purple,3,29.88,1.2139
2g_fines_purple,4,29.88,1.1006
2g_fines_purple,5,29.88,1.052
2g_fines_purple,6,29.88,0.4249
2g_fines_purple,7,29.88,0.2671
2g_fines_purple,0,29.93,1.4324
2g_fines_purple,1,29.93,1.2948
2g_fines_purple,2,29.93,1.2118
2g_fines_purple,3,29.93,1.0965
2g_fines_purple,4,29.93,1.0358
2g_fines_purple,5,29.93,0.4269
2g_fines_purple,6,29.93,0.265
2g_fines_purple,0,29.99,1.4425
2g_fines_purple,1,29.99,1.3029
2g_fines_purple,2,29.99,1.0338
2g_fines_purple,3,29.99,0.9873
2g_fines_purple,4,29.99,0.4532
2g_fines_purple,5,29.99,0.1882
2g_fines_purple,0,30.04,1.4506
2g_fines_purple,1,30.04,1.313
2g_fines_purple,2,30.04,0.9711
2g_fines_purple,3,30.04,0.9225
2g_fines_purple,4,30.04,0.4572
2g_fines_purple,5,30.04,0.2468
2g_fines_purple,6,30.04,0.1882
2g_fines_purple,0,30.1,1.487
2g_fines_purple,1,30.1,1.3211
2g_fines_purple,2,30.1,1.2948
2g_fines_purple,3,30.1,0.9691
2g_fines_purple,4,30.1,0.9064
2g_fines_purple,5,30.1,0.4592
2g_fines_purple,6,30.1,0.2751
2g_fines_purple,7,30.1,0.2468
2g_fines_purple,8,30.1,0.1882
2g_fines_purple,0,30.15,1.487
2g_fines_purple,1,30.15,1.3595
2g_fines_purple,2,30.15,1.2948
2g_fines_purple,3,30.15,0.9043
2g_fines_purple,4,30.15,0.8578
2g_fines_purple,5,30.15,0.4451
2g_fines_purple,6,30.15,0.2792
2g_fines_purple,7,30.15,0.2145
2g_fines_purple,0,30.21,1.487
2g_fines_purple,1,30.21,1.3636
2g_fines_purple,2,30.21,0.8416
2g_fines_purple,3,30.21,0.441
2g_fines_purple,4,30.21,0.3116
2g_fines_purple,5,30.21,0.2812
2g_fines_purple,6,30.21,0.2185
2g_fines_purple,0,30.26,1.487
2g_fines_purple,1,30.26,1.3717
2g_fines_purple,2,30.26,1.3191
2g_fines_purple,3,30.26,0.8396
2g_fines_purple,4,30.26,0.7769
2g_fines_purple,5,30.26,0.439
2g_fines_purple,6,30.26,0.3116
2g_fines_purple,7,30.26,0.2205
2g_fines_purple,0,30.32,1.4789
2g_fines_purple,1,30.32,1.3737
2g_fines_purple,2,30.32,0.7769
2g_fines_purple,3,30.32,0.7121
2g_fines_purple,4,30.32,0.6636
2g_fines_purple,5,30.32,0.4289
2g_fines_purple,0,30.37,1.4749
2g_fines_purple,1,30.37,1.4364
2g_fines_purple,2,30.37,1.3717
2g_fines_purple,3,30.37,0.7121
2g_fines_purple,4,30.37,0.6474
2g_fines_purple,5,30.37,0.5827
2g_fines_purple,6,30.37,0.4329
2g_fines_purple,0,30.42,1.4202
2g_fines_purple,1,30.42,0.6454
2g_fines_purple,2,30.42,0.5827
2g_fines_purple,3,30.42,0.5179
2g_fines_purple,4,30.42,0.435
2g_fines_purple,5,30.42,0.3338
2g_fines_purple,6,30.42,0.2347
2g_fines_purple,0,30.48,1.4182
2g_fines_purple,1,30.48,1.3636
2g_fines_purple,2,30.48,0.5179
2g_fines_purple,3,30.48,0.4613
2g_fines_purple,4,30.48,0.3358
2g_fines_purple,5,30.48,0.2306
2g_fines_purple,0,30.53,1.4364
2g_fines_purple,1,30.53,1.3838
2g_fines_purple,2,30.53,1.3616
2g_fines_purple,3,30.53,0.5098
2g_fines_purple,4,30.53,0.4653
2g_fines_purple,5,30.53,0.3075
2g_fines_purple,6,30.53,0.2286
2g_fines_purple,0,30.59,1.485
2g_fines_purple,1,30.59,1.4384
2g_fines_purple,2,30.59,1.3777
2g_fines_purple,3,30.59,0.5139
2g_fines_purple,4,30.59,0.4673
2g_fines_purple,5,30.59,0.3035
2g_fines_purple,0,30.64,1.4971
2g_fines_purple,1,30.64,1.4182
2g_fines_purple,2,30.64,0.526
2g_fines_purple,3,30.64,0.4977
2g_fines_purple,4,30.64,0.3014
2g_fines_purple,5,30.64,0.2003
2g_fines_purple,0,30.7,1.4991
2g_fines_purple,1,30.7,1.4162
2g_fines_purple,2,30.7,0.5017
2g_fines_purple,3,30.7,0.437
2g_fines_purple,4,30.7,0.2994
2g_fines_purple,5,30.7,0.2003
2g_fines_purple,0,30.75,1.5113
2g_fines_purple,1,30.75,1.4101
2g_fines_purple,2,30.75,0.4997
2g_fines_purple,3,30.75,0.437
2g_fines_purple,4,30.75,0.3723
2g_fines_purple,5,30.75,0.3237
2g_fines_purple,6,30.75,0.3035
2g_fines_purple,7,30.75,0.2003
2g_fines_purple,0,30.81,1.5113
2g_fines_purple,1,30.81,1.4
2g_fines_purple,2,30.81,0.4876
2g_fines_purple,3,30.81,0.3723
