experiment_id,replicate_id,fraction_id,species_id,temperature_K,flow_m3_s,grind_source,fraction_mass_kg,accumulated_mass_coordinate_kg,fraction_lower_mass_kg,fraction_upper_mass_kg,source_concentration_mg_g,concentration_kg_per_kg_beverage,fraction_species_mass_kg,cumulative_measured_fraction_species_mass_kg,coordinate_semantics,contiguity_status,source_file,source_row,source_hash,evidence_status
2,1,7,caffeine,362.15,3e-06,1.7,0.0059196,0.0428812,0.0399214,0.045841,1.96436,0.00196436,1.1628225456e-05,0.0001582925055,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,24,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,7,trigonelline,362.15,3e-06,1.7,0.0059196,0.0428812,0.0399214,0.045841,0.81837,0.00081837,4.844423052e-06,8.7146523808e-05,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,24,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,10,caffeine,362.15,3e-06,1.7,0.0057694,0.0606217,0.057737,0.0635064,1.07608,0.0010760799999999999,6.2083359519999995e-06,0.000164500841452,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,25,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,10,trigonelline,362.15,3e-06,1.7,0.0057694,0.0606217,0.057737,0.0635064,0.33097,0.00033097,1.909498318e-06,8.905602212599999e-05,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,25,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,2,1,caffeine,362.15,3e-06,1.7,0.008364100000000001,0.0041820500000000005,0.0,0.008364100000000001,8.52136,0.00852136,7.127350717599999e-05,7.127350717599999e-05,FRACTION_MASS_MIDPOINT,FIRST_MEASURED_FRACTION,puckworks/data/schmieder2023/raw_fractions.csv,26,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,2,1,trigonelline,362.15,3e-06,1.7,0.008364100000000001,0.0041820500000000005,0.0,0.008364100000000001,5.23084,0.00523084,4.3751268844e-05,4.3751268844e-05,FRACTION_MASS_MIDPOINT,FIRST_MEASURED_FRACTION,puckworks/data/schmieder2023/raw_fractions.csv,26,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,2,2,caffeine,362.15,3e-06,1.7,0.0063252,0.0115267,0.008364100000000001,0.014689299999999999,5.65109,0.00565109,3.5744274468e-05,0.00010701778164399998,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,27,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,2,2,trigonelline,362.15,3e-06,1.7,0.0063252,0.0115267,0.008364100000000001,0.014689299999999999,2.90298,0.00290298,1.8361929095999997e-05,6.211319794e-05,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,27,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,2,3,caffeine,362.15,3e-06,1.7,0.0061155,0.01774705,0.0146893,0.020804800000000002,4.29076,0.004290759999999999,2.6240142779999998e-05,0.00013325792442399998,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,28,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,2,3,trigonelline,362.15,3e-06,1.7,0.0061155,0.01774705,0.0146893,0.020804800000000002,2.06792,0.00206792,1.2646364759999998e-05,7.475956269999999e-05,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,28,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
