# Moroney, Lee, O'Brien, Suijver, Marra (2015) Chem. Eng. Sci. 137:216-234, doi:10.1016/j.ces.2015.06.003
# Figure 6: batch extraction, numerical solution (model, Table 1 parameters) vs experiment; ch (kg/m3) vs t (s)
# extraction_method: PDF vector-path extraction (PyMuPDF); calibration from in-figure tick-mark coordinates; MEASURED (exact plotted coordinates, no raster digitization error)
# calibration: MATLAB axis-box ticks; panel a y-range 0-40, panel b 0-35, x 0-600 s
# model curve = dense polyline vertices as plotted; experiment = green asterisk marker centroids
panel,grind,type,t_s,ch_kg_m3
b,Illy_Cimbali_20,model,426.07,29.5107
b,Illy_Cimbali_20,model,426.373,29.5107
b,Illy_Cimbali_20,model,426.671,29.5107
b,Illy_Cimbali_20,model,426.783,29.5187
b,Illy_Cimbali_20,model,427.675,29.5187
b,Illy_Cimbali_20,model,427.791,29.527
b,Illy_Cimbali_20,model,428.799,29.527
b,Illy_Cimbali_20,model,428.911,29.5353
b,Illy_Cimbali_20,model,430.028,29.5353
b,Illy_Cimbali_20,model,430.14,29.5436
b,Illy_Cimbali_20,model,431.257,29.5436
b,Illy_Cimbali_20,model,431.373,29.552
b,Illy_Cimbali_20,model,432.377,29.552
b,Illy_Cimbali_20,model,432.489,29.5603
b,Illy_Cimbali_20,model,433.493,29.5603
b,Illy_Cimbali_20,model,433.609,29.5686
b,Illy_Cimbali_20,model,433.83,29.5686
b,Illy_Cimbali_20,model,434.73,29.5686
b,Illy_Cimbali_20,model,434.842,29.5769
b,Illy_Cimbali_20,model,435.85,29.5769
b,Illy_Cimbali_20,model,435.958,29.5852
b,Illy_Cimbali_20,model,437.079,29.5852
b,Illy_Cimbali_20,model,437.191,29.5935
b,Illy_Cimbali_20,model,438.195,29.5935
b,Illy_Cimbali_20,model,438.311,29.6016
b,Illy_Cimbali_20,model,439.428,29.6016
b,Illy_Cimbali_20,model,439.54,29.6099
b,Illy_Cimbali_20,model,439.649,29.6099
b,Illy_Cimbali_20,model,439.951,29.6099
b,Illy_Cimbali_20,model,440.249,29.6099
b,Illy_Cimbali_20,model,440.548,29.6099
b,Illy_Cimbali_20,model,440.66,29.6099
b,Illy_Cimbali_20,model,440.769,29.6182
b,Illy_Cimbali_20,model,441.102,29.6182
b,Illy_Cimbali_20,model,441.443,29.6182
b,Illy_Cimbali_20,model,441.78,29.6182
b,Illy_Cimbali_20,model,441.889,29.6182
b,Illy_Cimbali_20,model,442.001,29.6265
b,Illy_Cimbali_20,model,443.009,29.6265
b,Illy_Cimbali_20,model,443.122,29.6348
b,Illy_Cimbali_20,model,444.354,29.6348
b,Illy_Cimbali_20,model,444.463,29.6432
b,Illy_Cimbali_20,model,444.912,29.6432
b,Illy_Cimbali_20,model,445.583,29.6432
b,Illy_Cimbali_20,model,445.695,29.6515
b,Illy_Cimbali_20,model,446.703,29.6515
b,Illy_Cimbali_20,model,446.816,29.6598
b,Illy_Cimbali_20,model,448.041,29.6598
b,Illy_Cimbali_20,model,448.157,29.6681
b,Illy_Cimbali_20,model,449.277,29.6681
b,Illy_Cimbali_20,model,449.389,29.6761
b,Illy_Cimbali_20,model,450.506,29.6761
b,Illy_Cimbali_20,model,450.614,29.6845
b,Illy_Cimbali_20,model,450.731,29.6845
b,Illy_Cimbali_20,model,451.029,29.6845
b,Illy_Cimbali_20,model,451.328,29.6845
b,Illy_Cimbali_20,model,451.626,29.6845
b,Illy_Cimbali_20,model,451.738,29.6845
b,Illy_Cimbali_20,model,451.851,29.6928
b,Illy_Cimbali_20,model,452.184,29.6928
b,Illy_Cimbali_20,model,452.521,29.6928
b,Illy_Cimbali_20,model,452.859,29.6928
b,Illy_Cimbali_20,model,453.08,29.6928
b,Illy_Cimbali_20,model,453.192,29.7011
b,Illy_Cimbali_20,model,453.304,29.7011
b,Illy_Cimbali_20,model,453.642,29.7011
b,Illy_Cimbali_20,model,453.975,29.7011
b,Illy_Cimbali_20,model,454.312,29.7011
b,Illy_Cimbali_20,model,454.425,29.7094
b,Illy_Cimbali_20,model,454.537,29.7094
b,Illy_Cimbali_20,model,454.87,29.7094
b,Illy_Cimbali_20,model,455.208,29.7094
b,Illy_Cimbali_20,model,455.541,29.7094
b,Illy_Cimbali_20,model,455.653,29.7094
b,Illy_Cimbali_20,model,455.766,29.7177
b,Illy_Cimbali_20,model,455.991,29.7177
b,Illy_Cimbali_20,model,456.886,29.7177
b,Illy_Cimbali_20,model,456.999,29.7261
b,Illy_Cimbali_20,model,458.115,29.7261
b,Illy_Cimbali_20,model,458.223,29.7344
b,Illy_Cimbali_20,model,459.572,29.7344
b,Illy_Cimbali_20,model,459.685,29.7427
b,Illy_Cimbali_20,model,460.797,29.7427
b,Illy_Cimbali_20,model,460.913,29.7507
b,Illy_Cimbali_20,model,462.146,29.7507
b,Illy_Cimbali_20,model,462.255,29.759
b,Illy_Cimbali_20,model,463.487,29.759
b,Illy_Cimbali_20,model,463.6,29.7674
b,Illy_Cimbali_20,model,464.72,29.7674
b,Illy_Cimbali_20,model,464.828,29.7757
b,Illy_Cimbali_20,model,466.174,29.7757
b,Illy_Cimbali_20,model,466.282,29.784
b,Illy_Cimbali_20,model,467.069,29.784
b,Illy_Cimbali_20,model,467.406,29.784
b,Illy_Cimbali_20,model,467.515,29.7923
b,Illy_Cimbali_20,model,467.813,29.7923
b,Illy_Cimbali_20,model,468.112,29.7923
b,Illy_Cimbali_20,model,468.41,29.7923
b,Illy_Cimbali_20,model,468.86,29.7923
b,Illy_Cimbali_20,model,468.972,29.8006
b,Illy_Cimbali_20,model,470.089,29.8006
b,Illy_Cimbali_20,model,470.201,29.8089
b,Illy_Cimbali_20,model,471.546,29.8089
b,Illy_Cimbali_20,model,471.658,29.817
b,Illy_Cimbali_20,model,472.887,29.817
b,Illy_Cimbali_20,model,473.0,29.8253
b,Illy_Cimbali_20,model,474.341,29.8253
b,Illy_Cimbali_20,model,474.453,29.8336
b,Illy_Cimbali_20,model,475.686,29.8336
b,Illy_Cimbali_20,model,475.798,29.8419
b,Illy_Cimbali_20,model,477.139,29.8419
b,Illy_Cimbali_20,model,477.252,29.8502
b,Illy_Cimbali_20,model,478.147,29.8502
b,Illy_Cimbali_20,model,478.484,29.8502
b,Illy_Cimbali_20,model,478.593,29.8586
b,Illy_Cimbali_20,model,478.888,29.8586
b,Illy_Cimbali_20,model,479.19,29.8586
b,Illy_Cimbali_20,model,479.488,29.8586
b,Illy_Cimbali_20,model,479.938,29.8586
b,Illy_Cimbali_20,model,480.05,29.8669
b,Illy_Cimbali_20,model,481.392,29.8669
b,Illy_Cimbali_20,model,481.504,29.8752
b,Illy_Cimbali_20,model,482.845,29.8752
b,Illy_Cimbali_20,model,482.958,29.8832
b,Illy_Cimbali_20,model,484.19,29.8832
b,Illy_Cimbali_20,model,484.303,29.8915
b,Illy_Cimbali_20,model,485.756,29.8915
b,Illy_Cimbali_20,model,485.869,29.8999
b,Illy_Cimbali_20,model,487.21,29.8999
b,Illy_Cimbali_20,model,487.322,29.9082
b,Illy_Cimbali_20,model,488.667,29.9082
b,Illy_Cimbali_20,model,488.776,29.9165
b,Illy_Cimbali_20,model,489.222,29.9165
b,Illy_Cimbali_20,model,490.121,29.9165
b,Illy_Cimbali_20,model,490.233,29.9248
b,Illy_Cimbali_20,model,491.687,29.9248
b,Illy_Cimbali_20,model,491.795,29.9331
b,Illy_Cimbali_20,model,492.245,29.9331
b,Illy_Cimbali_20,model,492.543,29.9331
b,Illy_Cimbali_20,model,492.842,29.9331
b,Illy_Cimbali_20,model,493.14,29.9331
b,Illy_Cimbali_20,model,493.249,29.9414
b,Illy_Cimbali_20,model,493.365,29.9414
b,Illy_Cimbali_20,model,493.702,29.9414
b,Illy_Cimbali_20,model,494.036,29.9414
b,Illy_Cimbali_20,model,494.373,29.9414
b,Illy_Cimbali_20,model,494.598,29.9414
b,Illy_Cimbali_20,model,494.703,29.9495
b,Illy_Cimbali_20,model,495.04,29.9495
b,Illy_Cimbali_20,model,495.342,29.9495
b,Illy_Cimbali_20,model,495.641,29.9495
b,Illy_Cimbali_20,model,495.939,29.9495
b,Illy_Cimbali_20,model,496.16,29.9495
b,Illy_Cimbali_20,model,496.276,29.9578
b,Illy_Cimbali_20,model,497.73,29.9578
b,Illy_Cimbali_20,model,497.842,29.9661
b,Illy_Cimbali_20,model,499.183,29.9661
b,Illy_Cimbali_20,model,499.296,29.9744
b,Illy_Cimbali_20,model,500.304,29.9744
b,Illy_Cimbali_20,model,500.858,29.9744
b,Illy_Cimbali_20,model,500.974,29.9828
b,Illy_Cimbali_20,model,502.315,29.9828
b,Illy_Cimbali_20,model,502.428,29.9911
b,Illy_Cimbali_20,model,503.885,29.9911
b,Illy_Cimbali_20,model,503.998,29.9994
b,Illy_Cimbali_20,model,504.443,29.9994
b,Illy_Cimbali_20,model,504.781,29.9994
b,Illy_Cimbali_20,model,505.114,29.9994
b,Illy_Cimbali_20,model,505.451,29.9994
b,Illy_Cimbali_20,model,505.564,29.9994
b,Illy_Cimbali_20,model,505.676,30.0074
b,Illy_Cimbali_20,model,506.122,30.0074
b,Illy_Cimbali_20,model,506.42,30.0074
b,Illy_Cimbali_20,model,506.719,30.0074
b,Illy_Cimbali_20,model,507.017,30.0074
b,Illy_Cimbali_20,model,507.13,30.0074
b,Illy_Cimbali_20,model,507.242,30.0157
b,Illy_Cimbali_20,model,507.575,30.0157
b,Illy_Cimbali_20,model,507.913,30.0157
b,Illy_Cimbali_20,model,508.25,30.0157
b,Illy_Cimbali_20,model,508.696,30.0157
b,Illy_Cimbali_20,model,508.808,30.0241
b,Illy_Cimbali_20,model,510.37,30.0241
b,Illy_Cimbali_20,model,510.486,30.0324
b,Illy_Cimbali_20,model,511.382,30.0324
b,Illy_Cimbali_20,model,511.94,30.0324
b,Illy_Cimbali_20,model,512.052,30.0407
b,Illy_Cimbali_20,model,513.615,30.0407
b,Illy_Cimbali_20,model,513.731,30.049
b,Illy_Cimbali_20,model,515.184,30.049
b,Illy_Cimbali_20,model,515.297,30.0573
b,Illy_Cimbali_20,model,515.522,30.0573
b,Illy_Cimbali_20,model,515.859,30.0573
b,Illy_Cimbali_20,model,516.188,30.0573
b,Illy_Cimbali_20,model,516.526,30.0573
b,Illy_Cimbali_20,model,516.975,30.0573
b,Illy_Cimbali_20,model,517.088,30.0654
b,Illy_Cimbali_20,model,517.2,30.0654
b,Illy_Cimbali_20,model,517.495,30.0654
b,Illy_Cimbali_20,model,517.797,30.0654
b,Illy_Cimbali_20,model,518.095,30.0654
b,Illy_Cimbali_20,model,518.541,30.0654
b,Illy_Cimbali_20,model,518.654,30.0737
b,Illy_Cimbali_20,model,520.22,30.0737
b,Illy_Cimbali_20,model,520.332,30.082
b,Illy_Cimbali_20,model,521.902,30.082
b,Illy_Cimbali_20,model,522.007,30.0903
b,Illy_Cimbali_20,model,522.46,30.0903
b,Illy_Cimbali_20,model,523.693,30.0903
b,Illy_Cimbali_20,model,523.801,30.0986
b,Illy_Cimbali_20,model,524.026,30.0986
b,Illy_Cimbali_20,model,524.363,30.0986
b,Illy_Cimbali_20,model,524.697,30.0986
b,Illy_Cimbali_20,model,525.034,30.0986
b,Illy_Cimbali_20,model,525.48,30.0986
b,Illy_Cimbali_20,model,525.592,30.1069
b,Illy_Cimbali_20,model,527.158,30.1069
b,Illy_Cimbali_20,model,527.27,30.1153
b,Illy_Cimbali_20,model,528.836,30.1153
b,Illy_Cimbali_20,model,528.945,30.1233
b,Illy_Cimbali_20,model,529.399,30.1233
b,Illy_Cimbali_20,model,529.732,30.1233
b,Illy_Cimbali_20,model,530.069,30.1233
b,Illy_Cimbali_20,model,530.402,30.1233
b,Illy_Cimbali_20,model,530.627,30.1233
b,Illy_Cimbali_20,model,530.736,30.1316
b,Illy_Cimbali_20,model,530.852,30.1316
b,Illy_Cimbali_20,model,531.189,30.1316
b,Illy_Cimbali_20,model,531.523,30.1316
b,Illy_Cimbali_20,model,531.856,30.1316
b,Illy_Cimbali_20,model,532.418,30.1316
b,Illy_Cimbali_20,model,532.531,30.1399
b,Illy_Cimbali_20,model,533.538,30.1399
b,Illy_Cimbali_20,model,534.209,30.1399
b,Illy_Cimbali_20,model,534.321,30.1482
b,Illy_Cimbali_20,model,536.0,30.1482
b,Illy_Cimbali_20,model,536.112,30.1566
b,Illy_Cimbali_20,model,536.558,30.1566
b,Illy_Cimbali_20,model,536.856,30.1566
b,Illy_Cimbali_20,model,537.155,30.1566
b,Illy_Cimbali_20,model,537.453,30.1566
b,Illy_Cimbali_20,model,537.791,30.1566
b,Illy_Cimbali_20,model,537.903,30.1649
b,Illy_Cimbali_20,model,539.694,30.1649
b,Illy_Cimbali_20,model,539.806,30.1729
b,Illy_Cimbali_20,model,540.477,30.1729
b,Illy_Cimbali_20,model,540.81,30.1729
b,Illy_Cimbali_20,model,541.147,30.1729
b,Illy_Cimbali_20,model,541.485,30.1729
b,Illy_Cimbali_20,model,541.593,30.1812
b,Illy_Cimbali_20,model,541.93,30.1812
b,Illy_Cimbali_20,model,542.268,30.1812
b,Illy_Cimbali_20,model,542.601,30.1812
b,Illy_Cimbali_20,model,542.938,30.1812
b,Illy_Cimbali_20,model,543.384,30.1812
b,Illy_Cimbali_20,model,543.492,30.1895
b,Illy_Cimbali_20,model,544.613,30.1895
b,Illy_Cimbali_20,model,545.287,30.1895
b,Illy_Cimbali_20,model,545.4,30.1979
b,Illy_Cimbali_20,model,546.183,30.1979
b,Illy_Cimbali_20,model,546.52,30.1979
b,Illy_Cimbali_20,model,546.853,30.1979
b,Illy_Cimbali_20,model,547.19,30.1979
b,Illy_Cimbali_20,model,547.303,30.2062
b,Illy_Cimbali_20,model,547.636,30.2062
b,Illy_Cimbali_20,model,547.935,30.2062
b,Illy_Cimbali_20,model,548.233,30.2062
b,Illy_Cimbali_20,model,548.532,30.2062
b,Illy_Cimbali_20,model,549.094,30.2062
b,Illy_Cimbali_20,model,549.206,30.2145
b,Illy_Cimbali_20,model,550.884,30.2145
b,Illy_Cimbali_20,model,550.993,30.2225
b,Illy_Cimbali_20,model,551.555,30.2225
b,Illy_Cimbali_20,model,551.884,30.2225
b,Illy_Cimbali_20,model,552.222,30.2225
b,Illy_Cimbali_20,model,552.563,30.2225
b,Illy_Cimbali_20,model,552.784,30.2225
b,Illy_Cimbali_20,model,552.896,30.2308
b,Illy_Cimbali_20,model,553.009,30.2308
b,Illy_Cimbali_20,model,553.342,30.2308
b,Illy_Cimbali_20,model,553.675,30.2308
b,Illy_Cimbali_20,model,554.016,30.2308
b,Illy_Cimbali_20,model,554.796,30.2308
b,Illy_Cimbali_20,model,554.912,30.2392
b,Illy_Cimbali_20,model,555.695,30.2392
b,Illy_Cimbali_20,model,556.703,30.2392
b,Illy_Cimbali_20,model,556.815,30.2475
b,Illy_Cimbali_20,model,557.261,30.2475
b,Illy_Cimbali_20,model,557.598,30.2475
b,Illy_Cimbali_20,model,557.931,30.2475
b,Illy_Cimbali_20,model,558.269,30.2475
b,Illy_Cimbali_20,model,558.714,30.2475
b,Illy_Cimbali_20,model,558.823,30.2558
b,Illy_Cimbali_20,model,560.73,30.2558
b,Illy_Cimbali_20,model,560.842,30.2641
b,Illy_Cimbali_20,model,561.513,30.2641
b,Illy_Cimbali_20,model,561.811,30.2641
b,Illy_Cimbali_20,model,562.11,30.2641
b,Illy_Cimbali_20,model,562.408,30.2641
b,Illy_Cimbali_20,model,562.746,30.2641
b,Illy_Cimbali_20,model,562.854,30.2721
b,Illy_Cimbali_20,model,564.757,30.2721
b,Illy_Cimbali_20,model,564.87,30.2805
b,Illy_Cimbali_20,model,565.319,30.2805
b,Illy_Cimbali_20,model,565.653,30.2805
b,Illy_Cimbali_20,model,565.99,30.2805
b,Illy_Cimbali_20,model,566.323,30.2805
b,Illy_Cimbali_20,model,566.773,30.2805
b,Illy_Cimbali_20,model,566.885,30.2805
b,Illy_Cimbali_20,model,566.998,30.2888
b,Illy_Cimbali_20,model,567.219,30.2888
b,Illy_Cimbali_20,model,567.517,30.2888
b,Illy_Cimbali_20,model,567.816,30.2888
b,Illy_Cimbali_20,model,568.114,30.2888
b,Illy_Cimbali_20,model,568.897,30.2888
b,Illy_Cimbali_20,model,569.006,30.2971
b,Illy_Cimbali_20,model,569.793,30.2971
b,Illy_Cimbali_20,model,570.091,30.2971
b,Illy_Cimbali_20,model,570.39,30.2971
b,Illy_Cimbali_20,model,570.688,30.2971
b,Illy_Cimbali_20,model,570.913,30.2971
b,Illy_Cimbali_20,model,571.025,30.3054
b,Illy_Cimbali_20,model,573.149,30.3054
b,Illy_Cimbali_20,model,573.262,30.3134
b,Illy_Cimbali_20,model,573.711,30.3134
b,Illy_Cimbali_20,model,574.045,30.3134
b,Illy_Cimbali_20,model,574.382,30.3134
b,Illy_Cimbali_20,model,574.719,30.3134
b,Illy_Cimbali_20,model,575.277,30.3134
b,Illy_Cimbali_20,model,575.39,30.3218
b,Illy_Cimbali_20,model,577.293,30.3218
b,Illy_Cimbali_20,model,577.398,30.3301
b,Illy_Cimbali_20,model,577.851,30.3301
b,Illy_Cimbali_20,model,578.297,30.3301
b,Illy_Cimbali_20,model,578.596,30.3301
b,Illy_Cimbali_20,model,578.894,30.3301
b,Illy_Cimbali_20,model,579.189,30.3301
b,Illy_Cimbali_20,model,579.53,30.3301
b,Illy_Cimbali_20,model,579.642,30.3384
b,Illy_Cimbali_20,model,580.871,30.3384
b,Illy_Cimbali_20,model,581.169,30.3384
b,Illy_Cimbali_20,model,581.468,30.3384
b,Illy_Cimbali_20,model,581.762,30.3384
b,Illy_Cimbali_20,model,581.879,30.3467
b,Illy_Cimbali_20,model,581.991,30.3467
b,Illy_Cimbali_20,model,582.328,30.3467
b,Illy_Cimbali_20,model,582.662,30.3467
b,Illy_Cimbali_20,model,582.999,30.3467
b,Illy_Cimbali_20,model,583.894,30.3467
b,Illy_Cimbali_20,model,584.007,30.355
b,Illy_Cimbali_20,model,584.79,30.355
b,Illy_Cimbali_20,model,585.123,30.355
b,Illy_Cimbali_20,model,585.46,30.355
b,Illy_Cimbali_20,model,585.794,30.355
b,Illy_Cimbali_20,model,586.127,30.355
b,Illy_Cimbali_20,model,586.243,30.3631
b,Illy_Cimbali_20,model,586.581,30.3631
b,Illy_Cimbali_20,model,586.914,30.3631
b,Illy_Cimbali_20,model,587.247,30.3631
b,Illy_Cimbali_20,model,588.371,30.3631
b,Illy_Cimbali_20,model,588.48,30.3714
b,Illy_Cimbali_20,model,588.93,30.3714
b,Illy_Cimbali_20,model,589.375,30.3714
b,Illy_Cimbali_20,model,589.67,30.3714
b,Illy_Cimbali_20,model,589.972,30.3714
b,Illy_Cimbali_20,model,590.271,30.3714
b,Illy_Cimbali_20,model,590.608,30.3714
b,Illy_Cimbali_20,model,590.72,30.3797
b,Illy_Cimbali_20,model,591.945,30.3797
b,Illy_Cimbali_20,model,592.248,30.3797
b,Illy_Cimbali_20,model,592.546,30.3797
b,Illy_Cimbali_20,model,592.844,30.3797
b,Illy_Cimbali_20,model,592.957,30.3797
b,Illy_Cimbali_20,model,593.065,30.388
b,Illy_Cimbali_20,model,593.407,30.388
b,Illy_Cimbali_20,model,593.74,30.388
b,Illy_Cimbali_20,model,594.077,30.388
b,Illy_Cimbali_20,model,595.197,30.388
b,Illy_Cimbali_20,model,595.306,30.3963
b,Illy_Cimbali_20,model,595.868,30.3963
b,Illy_Cimbali_20,model,596.201,30.3963
b,Illy_Cimbali_20,model,596.539,30.3963
b,Illy_Cimbali_20,model,596.876,30.3963
b,Illy_Cimbali_20,model,597.546,30.3963
b,Illy_Cimbali_20,model,597.659,30.4044
b,Illy_Cimbali_20,model,598.554,30.4044
b,Illy_Cimbali_20,model,598.884,30.4044
b,Illy_Cimbali_20,model,599.221,30.4044
b,Illy_Cimbali_20,model,599.558,30.4044
b,Illy_Cimbali_20,model,600.008,30.4044
b,Illy_Cimbali_20,experiment,28.76,17.23
b,Illy_Cimbali_20,experiment,59.09,22.719
b,Illy_Cimbali_20,experiment,118.73,25.451
b,Illy_Cimbali_20,experiment,218.54,27.281
b,Illy_Cimbali_20,experiment,299.22,28.176
b,Illy_Cimbali_20,experiment,448.61,30.005
b,Illy_Cimbali_20,experiment,588.82,31.032
